source_key,source_name,source_url,source_row_number,explorer_slug,explorer_url,school_name_raw,school_name_clean,search_text,school_type,city,state,country,setting,institution_type,applications_tracked,combined_degree_applications_tracked,notes
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,180,Temple,https://cycletrack.org/explorer/school/Temple,Temple University,Temple University,Temple Lewis Katz School of Medicine at Temple University Temple University,MD,Philadelphia,PA,USA,Urban,Private Institution,5513,132,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,181,Tennessee,https://cycletrack.org/explorer/school/Tennessee,University of Tennessee,University of Tennessee,Tennessee University of Tennessee Health Science Center College of Medicine University of Tennessee,MD,Memphis,TN,USA,Urban,Public Institution,560,22,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,182,Texas A&M,https://cycletrack.org/explorer/school/Texas A&M,Texas A&M University,Texas A&M University,Texas A&M Texas A&M University School of Medicine Texas A&M University,MD,Bryan,TX,USA,Rural,Public Institution,1420,84,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,183,Texas Christian University,https://cycletrack.org/explorer/school/Texas Christian University,Texas Christian University,Texas Christian University,Texas Christian University Anne Burnett Marion School of Medicine at TCU Texas Christian University,MD,Fort Worth,TX,USA,Urban,Private Institution,1587,7,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,184,Texas Tech - Foster,https://cycletrack.org/explorer/school/Texas Tech - Foster,Texas Tech University (Foster),Texas Tech University (Foster),Texas Tech - Foster Texas Tech University Health Sciences Center Paul L. Foster School of Medicine Texas Tech University (Foster),MD,El Paso,TX,USA,Urban,Public Institution,949,5,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,185,Texas Tech - Lubbock,https://cycletrack.org/explorer/school/Texas Tech - Lubbock,Texas Tech University (Lubbock),Texas Tech University (Lubbock),Texas Tech - Lubbock Texas Tech University Health Sciences Center School of Medicine Texas Tech University (Lubbock),MD,Lubbock,TX,USA,Urban,Public Institution,1179,23,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,186,Toledo,https://cycletrack.org/explorer/school/Toledo,University of Toledo,University of Toledo,Toledo The University of Toledo College of Medicine and Life Sciences University of Toledo,MD,Toledo,OH,USA,Urban,Public Institution,1517,49,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,187,Toronto,https://cycletrack.org/explorer/school/Toronto,University of Toronto,University of Toronto,Toronto University of Toronto Temerty Faculty of Medicine University of Toronto,MD,Toronto,ON,CAN,Urban,Public Institution,108,14,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,188,Touro - California,https://cycletrack.org/explorer/school/Touro - California,Touro University (California),Touro University (California),Touro - California Touro University California College of Osteopathic Medicine Touro University (California),DO,Vallejo,CA,USA,Suburban,Private Institution,680,4,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,189,Touro - Nevada,https://cycletrack.org/explorer/school/Touro - Nevada,Touro University (Nevada),Touro University (Nevada),Touro - Nevada Touro University Nevada College of Osteopathic Medicine Touro University (Nevada),DO,Henderson,NV,USA,Suburban,Private Institution,444,3,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,190,Touro - New York,https://cycletrack.org/explorer/school/Touro - New York,Touro College of Osteopathic Medicine,Touro College of Osteopathic Medicine,Touro - New York Touro College of Osteopathic Medicine Touro College of Osteopathic Medicine,DO,New York,NY,USA,Urban,Private Institution,883,5,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,191,Tufts,https://cycletrack.org/explorer/school/Tufts,Tufts University,Tufts University,Tufts Tufts University School of Medicine Tufts University,MD,Boston,MA,USA,Urban,Private Institution,7680,419,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,192,Tulane,https://cycletrack.org/explorer/school/Tulane,Tulane University,Tulane University,Tulane Tulane University School of Medicine Tulane University,MD,New Orleans,LA,USA,Urban,Private Institution,4909,98,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,193,Uniformed Services,https://cycletrack.org/explorer/school/Uniformed Services,Uniformed Services University,Uniformed Services University,Uniformed Services Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine Uniformed Services University,MD,Bethesda,MD,USA,Suburban,Public Institution,496,21,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,194,University of British Columbia,https://cycletrack.org/explorer/school/University of British Columbia,University of British Columbia,University of British Columbia,University of British Columbia University of British Columbia Faculty of Medicine University of British Columbia,MD,Vancouver,BC,CAN,Urban,Public Institution,80,9,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,195,University of California Davis,https://cycletrack.org/explorer/school/University of California Davis,University of California (Davis),University of California (Davis),"University of California Davis University of California, Davis, School of Medicine University of California (Davis)",MD,Sacramento,CA,USA,Urban,Public Institution,2863,261,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,196,University of California Irvine,https://cycletrack.org/explorer/school/University of California Irvine,University of California (Irvine),University of California (Irvine),"University of California Irvine University of California, Irvine, School of Medicine University of California (Irvine)",MD,Irvine,CA,USA,Urban,Public Institution,3186,349,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,197,University of California Los Angeles,https://cycletrack.org/explorer/school/University of California Los Angeles,University of California (Los Angeles),University of California (Los Angeles),"University of California Los Angeles University of California, Los Angeles David Geffen School of Medicine University of California (Los Angeles)",MD,Los Angeles,CA,USA,Urban,Public Institution,5822,609,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,198,University of California Riverside,https://cycletrack.org/explorer/school/University of California Riverside,University of California (Riverside),University of California (Riverside),"University of California Riverside University of California, Riverside School of Medicine University of California (Riverside)",MD,Riverside,CA,USA,Suburban,Public Institution,1853,43,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,199,University of California San Diego,https://cycletrack.org/explorer/school/University of California San Diego,University of California (San Diego),University of California (San Diego),"University of California San Diego University of California, San Diego School of Medicine University of California (San Diego)",MD,La Jolla,CA,USA,Suburban,Public Institution,4644,588,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,200,University of California San Francisco,https://cycletrack.org/explorer/school/University of California San Francisco,University of California (San Francisco),University of California (San Francisco),"University of California San Francisco University of California, San Francisco, School of Medicine University of California (San Francisco)",MD,San Francisco,CA,USA,Urban,Public Institution,5510,659,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,201,University of Central Florida,https://cycletrack.org/explorer/school/University of Central Florida,University of Central Florida,University of Central Florida,University of Central Florida University of Central Florida College of Medicine University of Central Florida,MD,Orlando,FL,USA,Suburban,Public Institution,1470,30,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,202,University of Nevada Las Vegas,https://cycletrack.org/explorer/school/University of Nevada Las Vegas,University of Nevada Las Vegas,University of Nevada Las Vegas,University of Nevada Las Vegas Kirk Kerkorian School of Medicine at UNLV University of Nevada Las Vegas,MD,Las Vegas,NV,USA,Urban,Public Institution,439,7,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,203,University of Puerto Rico,https://cycletrack.org/explorer/school/University of Puerto Rico,University of Puerto Rico,University of Puerto Rico,University of Puerto Rico University of Puerto Rico School of Medicine University of Puerto Rico,MD,San Juan,PR,USA,Urban,Public Institution,51,4,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,204,University of South Florida,https://cycletrack.org/explorer/school/University of South Florida,University of South Florida,University of South Florida,University of South Florida USF Health Morsani College of Medicine University of South Florida,MD,Tampa,FL,USA,Urban,Public Institution,2016,50,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,205,University of Southern California,https://cycletrack.org/explorer/school/University of Southern California,University of Southern California,University of Southern California,University of Southern California Keck School of Medicine of the University of Southern California University of Southern California,MD,Los Angeles,CA,USA,Urban,Private Institution,4118,317,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,206,University of Texas - Austin,https://cycletrack.org/explorer/school/University of Texas - Austin,University of Texas (Austin),University of Texas (Austin),University of Texas - Austin University of Texas at Austin Dell Medical School University of Texas (Austin),MD,Austin,TX,USA,Urban,Public Institution,1292,6,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,207,University of Texas - Houston,https://cycletrack.org/explorer/school/University of Texas - Houston,University of Texas (Houston),University of Texas (Houston),University of Texas - Houston McGovern Medical School at the University of Texas Health Science Center at Houston University of Texas (Houston),MD,Houston,TX,USA,Urban,Public Institution,1616,150,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,208,University of Texas - Medical Branch,https://cycletrack.org/explorer/school/University of Texas - Medical Branch,University of Texas (Medical Branch),University of Texas (Medical Branch),University of Texas - Medical Branch University of Texas Medical Branch John Sealy School of Medicine University of Texas (Medical Branch),MD,Galveston,TX,USA,Suburban,Public Institution,1324,52,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,209,University of Texas - Rio Grande,https://cycletrack.org/explorer/school/University of Texas - Rio Grande,University of Texas (Rio Grande),University of Texas (Rio Grande),University of Texas - Rio Grande University of Texas Rio Grande Valley School of Medicine University of Texas (Rio Grande),MD,Edinburg,TX,USA,Suburban,Public Institution,763,6,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,210,University of Texas - San Antonio,https://cycletrack.org/explorer/school/University of Texas - San Antonio,University of Texas (San Antonio),University of Texas (San Antonio),University of Texas - San Antonio The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine University of Texas (San Antonio),MD,San Antonio,TX,USA,Urban,Public Institution,1507,172,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,211,University of Texas - Southwestern,https://cycletrack.org/explorer/school/University of Texas - Southwestern,University of Texas (Southwestern),University of Texas (Southwestern),University of Texas - Southwestern University of Texas Southwestern Medical School University of Texas (Southwestern),MD,Dallas,TX,USA,Urban,Public Institution,1726,282,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,212,University of Texas - Tyler,https://cycletrack.org/explorer/school/University of Texas - Tyler,University of Texas (Tyler),University of Texas (Tyler),University of Texas - Tyler The University of Texas at Tyler School of Medicine University of Texas (Tyler),MD,Tyler,TX,USA,Rural,Public Institution,818,5,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,213,Utah,https://cycletrack.org/explorer/school/Utah,University of Utah,University of Utah,Utah Spencer Fox Eccles School of Medicine at the University of Utah University of Utah,MD,Salt Lake City,UT,USA,Urban,Public Institution,1072,176,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,214,Vanderbilt,https://cycletrack.org/explorer/school/Vanderbilt,Vanderbilt University,Vanderbilt University,Vanderbilt Vanderbilt University School of Medicine Vanderbilt University,MD,Nashville,TN,USA,Urban,Private Institution,4064,568,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,215,Vermont,https://cycletrack.org/explorer/school/Vermont,University of Vermont,University of Vermont,"Vermont Robert Larner, M.D., College of Medicine at the University of Vermont University of Vermont",MD,Burlington,VT,USA,Suburban,Public Institution,4182,22,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,216,Virginia,https://cycletrack.org/explorer/school/Virginia,University of Virginia,University of Virginia,Virginia University of Virginia School of Medicine University of Virginia,MD,Charlottesville,VA,USA,Suburban,Public Institution,3771,363,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,217,Virginia Commonwealth,https://cycletrack.org/explorer/school/Virginia Commonwealth,Virginia Commonwealth University,Virginia Commonwealth University,Virginia Commonwealth Virginia Commonwealth University School of Medicine Virginia Commonwealth University,MD,Richmond,VA,USA,Urban,Public Institution,3624,208,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,218,Virginia Tech,https://cycletrack.org/explorer/school/Virginia Tech,Virginia Tech,Virginia Tech,Virginia Tech Virginia Tech Carilion School of Medicine Virginia Tech,MD,Roanoke,VA,USA,Urban,Public Institution,2131,12,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,219,Wake Forest,https://cycletrack.org/explorer/school/Wake Forest,Wake Forest University,Wake Forest University,Wake Forest Wake Forest University School of Medicine Wake Forest University,MD,Winstom Salem,NC,USA,Urban,Private Institution,5635,52,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,220,Washington,https://cycletrack.org/explorer/school/Washington,University of Washington,University of Washington,Washington University of Washington School of Medicine University of Washington,MD,Seattle,WA,USA,Urban,Public Institution,1421,443,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,221,Washington State,https://cycletrack.org/explorer/school/Washington State,Washington State University,Washington State University,Washington State Washington State University Elson S. Floyd College of Medicine Washington State University,MD,Spokane,WA,USA,Urban,Public Institution,390,8,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,222,Washington University Saint Louis,https://cycletrack.org/explorer/school/Washington University Saint Louis,Washington University Saint Louis,Washington University Saint Louis,Washington University Saint Louis Washington University in St. Louis School of Medicine Washington University Saint Louis,MD,St. Louis,MO,USA,Urban,Private Institution,3843,592,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,223,Wayne State,https://cycletrack.org/explorer/school/Wayne State,Wayne State University,Wayne State University,Wayne State Wayne State University School of Medicine Wayne State University,MD,Detroit,MI,USA,Urban,Public Institution,3444,115,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,224,West Virginia,https://cycletrack.org/explorer/school/West Virginia,West Virginia University,West Virginia University,West Virginia West Virginia University School of Medicine West Virginia University,MD,Morgantown,WV,USA,Rural,Public Institution,1560,56,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,225,West Virginia SOM,https://cycletrack.org/explorer/school/West Virginia SOM,West Virginia School of Osteopathic Medicine,West Virginia School of Osteopathic Medicine,West Virginia SOM West Virginia School of Osteopathic Medicine West Virginia School of Osteopathic Medicine,DO,Lewisburg,WV,USA,Rural,Public Institution,656,4,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,226,Western Michigan,https://cycletrack.org/explorer/school/Western Michigan,Western Michigan University,Western Michigan University,Western Michigan Western Michigan University Homer Stryker M.D. School of Medicine Western Michigan University,MD,Kalamazoo,MI,USA,Suburban,Public Institution,1997,19,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,227,Western University (CAN),https://cycletrack.org/explorer/school/Western University (CAN),University of Western Ontario,University of Western Ontario,Western University (CAN) The University of Western Ontario - Schulich School of Medicine & Dentistry University of Western Ontario,MD,London,ON,CAN,Urban,Public Institution,70,5,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,228,Western University - California,https://cycletrack.org/explorer/school/Western University - California,Western University of Health Sciences,Western University of Health Sciences,"Western University - California Western University of Health Sciences, College of Osteopathic Medicine of the Pacific Western University of Health Sciences",DO,Pomona,CA,USA,Urban,Private Institution,897,6,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,229,Western University - Oregon,https://cycletrack.org/explorer/school/Western University - Oregon,Western University of Health Sciences,Western University of Health Sciences,"Western University - Oregon Western University of Health Sciences, College of Osteopathic Medicine of the Pacific-Northwest Western University of Health Sciences",DO,Lebanon,OR,USA,Rural,Private Institution,511,2,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,230,William Carey,https://cycletrack.org/explorer/school/William Carey,William Carey University,William Carey University,William Carey William Carey University College of Osteopathic Medicine William Carey University,DO,Hattiesburg,MS,USA,Rural,Private Institution,316,,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,231,Wisconsin,https://cycletrack.org/explorer/school/Wisconsin,University of Wisconsin,University of Wisconsin,Wisconsin University of Wisconsin School of Medicine and Public Health University of Wisconsin,MD,Madison,WI,USA,Urban,Public Institution,2649,338,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,232,Wright State,https://cycletrack.org/explorer/school/Wright State,Wright State University,Wright State University,Wright State Wright State University Boonshoft School of Medicine Wright State University,MD,Dayton,OH,USA,Suburban,Public Institution,1440,33,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,233,Yale,https://cycletrack.org/explorer/school/Yale,Yale School of Medicine,Yale School of Medicine,Yale Yale School of Medicine Yale School of Medicine,MD,New Haven,CT,USA,Urban,Private Institution,4806,665,
